Time(UTC)				Z-Channel Dip		N-Channel Dip		E-Channel Dip
2020-09-10T17:22:33.528430		-75.45166		14.39013		2.09481
2020-09-10T17:22:35.798766		-75.45188		14.39032		2.09209
2020-09-10T17:22:38.086915		-75.43949		14.40302		2.09079
2020-09-10T17:22:40.118063		-75.42994		14.41065		2.10410
2020-09-10T17:22:42.355685		-75.44240		14.39839		2.10196
2020-09-10T17:22:44.682106		-75.43462		14.40762		2.09296
2020-09-10T17:22:49.485661		-75.44059		14.40104		2.09659
2020-09-10T17:22:51.440556		-75.44150		14.39826		2.10881
2020-09-10T17:22:53.320619		-75.44725		14.39487		2.09291
2020-09-10T17:22:55.287354		-75.44440		14.39599		2.10450
2020-09-10T17:22:57.159405		-75.42290		14.41763		2.10499
2020-09-10T17:22:58.860276		-75.43223		14.40881		2.10102
2020-09-10T17:23:01.104350		-75.44477		14.39551		2.10519
2020-09-10T17:23:03.283485		-75.44746		14.39177		2.11193
