Time(UTC)				Z-Channel Dip		N-Channel Dip		E-Channel Dip
2020-09-10T17:26:23.595825		-74.29559		15.64055		1.37980
2020-09-10T17:26:25.558385		-74.29696		15.63909		1.38063
2020-09-10T17:26:27.375869		-74.30204		15.63299		1.39143
2020-09-10T17:26:29.316908		-74.30374		15.63139		1.39025
2020-09-10T17:26:31.257019		-74.28580		15.64896		1.39495
2020-09-10T17:26:35.493533		-74.29290		15.64217		1.39134
2020-09-10T17:26:37.269840		-74.30498		15.63007		1.39114
2020-09-10T17:26:39.278109		-74.31013		15.62557		1.38383
2020-09-10T17:26:40.943011		-74.29621		15.63948		1.38466
2020-09-10T17:26:43.116600		-74.30727		15.62879		1.38014
2020-09-10T17:26:45.331552		-74.30611		15.62953		1.38464
2020-09-10T17:26:47.198826		-74.29507		15.64046		1.38632
2020-09-10T17:26:49.134854		-74.29061		15.64458		1.39013
2020-09-10T17:26:51.012602		-74.31299		15.62191		1.39236
2020-09-10T17:26:52.593739		-74.28857		15.64802		1.37519
2020-09-10T17:26:55.193691		-74.30166		15.63402		1.38441
2020-09-10T17:26:57.100316		-74.31062		15.62454		1.38965
